Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Year,City,State
60601,10894,37.7,101250,91564,1110,10.18909491,2014,Chicago,IL
60602,1429,25.9,73971,50376,63,4.408677397,2014,Chicago,IL
60603,1002,26.5,111125,81534,199,19.86027944,2014,Chicago,IL
60604,419,52.4,155750,149109,46,10.97852029,2014,Chicago,IL
60605,25938,33.3,82777,60988,3034,11.69712391,2014,Chicago,IL
60606,2840,30.7,107819,83050,194,6.830985915,2014,Chicago,IL
60607,25927,30.3,81042,50573,5429,20.93956108,2014,Chicago,IL
60608,78952,31.3,35112,16801,20570,26.05380484,2014,Chicago,IL
60609,62405,30.7,32379,14630,20303,32.53425206,2014,Chicago,IL
60610,38482,33.7,75700,69174,6875,17.86549556,2014,Chicago,IL
60611,30648,37.6,85074,102675,2476,8.078830593,2014,Chicago,IL
60612,35598,30.8,34614,21344,11866,33.33333333,2014,Chicago,IL
60613,49292,31.6,69032,55263,5798,11.76255782,2014,Chicago,IL
60614,68573,30,88256,68257,8080,11.7830633,2014,Chicago,IL
60615,41141,32.9,40196,31561,10212,24.82195377,2014,Chicago,IL
60616,49914,36.1,43554,27632,11502,23.04363505,2014,Chicago,IL
60617,82685,36.4,38825,18183,21206,25.64673157,2014,Chicago,IL
60618,96230,33.3,56763,32029,13558,14.08916138,2014,Chicago,IL
60619,64245,39.4,34153,19797,18253,28.41154954,2014,Chicago,IL
60620,71907,38.6,32557,16988,20425,28.40474502,2014,Chicago,IL
60621,32619,31.5,19190,11823,15548,47.66547104,2014,Chicago,IL
60622,54607,31.2,71019,44186,8067,14.77283132,2014,Chicago,IL
60623,87836,28.1,29075,11441,34346,39.10241814,2014,Chicago,IL
60624,39706,27.8,22835,10888,18420,46.39097366,2014,Chicago,IL
60625,78586,33.4,57252,29523,13565,17.26134426,2014,Chicago,IL
60626,49237,34.2,37109,24927,12427,25.23914942,2014,Chicago,IL
60628,69921,38.1,37038,17007,20912,29.90803907,2014,Chicago,IL
60629,115013,29.8,40095,14295,29282,25.45973064,2014,Chicago,IL
60630,56978,38.7,62859,28114,6262,10.99020675,2014,Chicago,IL
60631,27995,44.5,74186,37136,1176,4.200750134,2014,Chicago,IL
60632,91357,30.4,38196,13597,21073,23.06665061,2014,Chicago,IL
60633,13065,37.6,43452,21175,2607,19.95407577,2014,Chicago,IL
60634,73119,38.8,55324,24392,8847,12.09945431,2014,Chicago,IL
60636,40164,32.8,27080,12195,15445,38.45483518,2014,Chicago,IL
60637,48851,30.7,26997,19972,18092,37.03506581,2014,Chicago,IL
60638,56812,37.5,62927,26244,4624,8.139125537,2014,Chicago,IL
60639,92339,30.7,38686,14422,22689,24.57141619,2014,Chicago,IL
60640,64599,37.8,46423,37329,13306,20.59784207,2014,Chicago,IL
60641,72460,35.7,48786,22941,11535,15.91912779,2014,Chicago,IL
60642,19404,31.5,70188,46478,2941,15.15666873,2014,Chicago,IL
60643,50957,43.4,60315,28288,8128,15.95070353,2014,Chicago,IL
60644,49615,31.5,26299,13400,17897,36.07175249,2014,Chicago,IL
60645,46290,35.7,48877,25728,8343,18.02333117,2014,Chicago,IL
60646,28367,43.8,72086,39861,1442,5.083371523,2014,Chicago,IL
60647,87339,31.6,54400,31155,18439,21.11198892,2014,Chicago,IL
60649,45201,38.1,27723,19763,14390,31.83557886,2014,Chicago,IL
60651,60938,32.7,32494,15273,19379,31.80117496,2014,Chicago,IL
60652,42337,35.4,63905,23484,5478,12.93903678,2014,Chicago,IL
60653,31038,35.9,25343,22162,11648,37.52819125,2014,Chicago,IL
60654,16244,32.5,92106,94773,1422,8.754001477,2014,Chicago,IL
60655,28022,37.9,86598,35592,909,3.243879809,2014,Chicago,IL
60656,28895,40,55831,29736,4195,14.51808271,2014,Chicago,IL
60657,69444,30.4,78796,63402,7557,10.88214965,2014,Chicago,IL
60659,38788,33.9,50237,21731,7667,19.7664226,2014,Chicago,IL
60660,41380,36.8,40835,31280,8127,19.63992267,2014,Chicago,IL
60661,8838,30.8,92521,69567,1392,15.75016972,2014,Chicago,IL
60706,23259,46.7,51420,26341,2361,10.15090933,2014,Chicago,IL
60707,42958,38.9,53394,25896,4723,10.9944597,2014,Chicago,IL
60712,12653,46.7,95680,42243,625,4.93954003,2014,Chicago,IL
60714,30091,49,48543,26987,3273,10.87700641,2014,Chicago,IL
60803,22991,33.8,51553,23050,2691,11.70458005,2014,Chicago,IL
60804,84481,28.6,41882,14621,18414,21.79661699,2014,Chicago,IL
60805,19924,39.4,65744,30051,1606,8.060630396,2014,Chicago,IL
60827,28772,31.4,32747,16709,9399,32.66717642,2014,Chicago,IL
75201,11154,30.9,76408,74209,1485,13.31360947,2014,Dallas,TX
75202,2063,31,79336,64623,142,6.883179835,2014,Dallas,TX
75203,15207,32.9,29045,15044,5641,37.09475899,2014,Dallas,TX
75204,27366,29.8,66646,54457,5352,19.55711467,2014,Dallas,TX
75205,23669,31.9,115972,85826,1524,6.438801808,2014,Dallas,TX
75206,37523,31,52889,43451,6672,17.78109426,2014,Dallas,TX
75207,9455,32.5,79063,18627,140,1.480698043,2014,Dallas,TX
75208,31426,32.8,46547,25336,7149,22.74867944,2014,Dallas,TX
75209,14775,37.8,81791,66601,1726,11.68189509,2014,Dallas,TX
75210,6683,33.1,17594,9412,3301,49.39398474,2014,Dallas,TX
75211,75924,28,36908,13333,20962,27.60918814,2014,Dallas,TX
75212,26059,27.9,28577,10997,8732,33.50857669,2014,Dallas,TX
75214,33516,37.1,71740,54420,3505,10.45769185,2014,Dallas,TX
75215,14490,40.8,23991,15999,5756,39.72394755,2014,Dallas,TX
75216,49312,34.6,23591,11688,20099,40.75884166,2014,Dallas,TX
75217,83121,27.8,35786,12281,25763,30.99457417,2014,Dallas,TX
75218,23153,40.5,71820,41826,2529,10.92299054,2014,Dallas,TX
75219,21335,37.8,60726,57765,3313,15.52847434,2014,Dallas,TX
75220,44617,30.1,38628,24465,12059,27.02781451,2014,Dallas,TX
75223,12988,33.3,36206,19376,3208,24.69972282,2014,Dallas,TX
75224,35345,28.2,34592,14198,11081,31.35096902,2014,Dallas,TX
75225,20958,45.1,156173,96186,533,2.543181601,2014,Dallas,TX
75226,3582,35.6,46861,27835,1118,31.21161362,2014,Dallas,TX
75227,56847,28.9,38201,14489,15672,27.56873714,2014,Dallas,TX
75228,71851,30.9,36773,17438,20015,27.85625809,2014,Dallas,TX
75229,32986,36.3,74274,44868,4621,14.0089735,2014,Dallas,TX
75230,26444,45,69028,67256,2403,9.087127515,2014,Dallas,TX
75231,35600,30.1,32011,25729,12046,33.83707865,2014,Dallas,TX
75232,27953,38.2,35443,17194,7987,28.57296176,2014,Dallas,TX
75233,14915,30.5,39175,16632,4107,27.53603755,2014,Dallas,TX
75234,29594,38,55060,26066,4394,14.84760424,2014,Dallas,TX
75235,18923,31.5,40593,19856,5522,29.18141944,2014,Dallas,TX
75236,16087,29.2,38408,18674,3987,24.78398707,2014,Dallas,TX
75237,18795,28.4,29728,14888,5407,28.76828944,2014,Dallas,TX
75238,30242,33.7,52542,32827,4809,15.90172608,2014,Dallas,TX
75240,27234,29.8,36498,22306,8768,32.1950503,2014,Dallas,TX
75241,29658,35.4,32258,15666,7942,26.77860948,2014,Dallas,TX
75243,60064,30.6,36010,23286,15296,25.46616942,2014,Dallas,TX
75244,13400,40.4,71888,46114,1027,7.664179104,2014,Dallas,TX
75246,2499,33.3,35496,27385,801,32.05282113,2014,Dallas,TX
75247,538,58.9,17426,14238,270,50.18587361,2014,Dallas,TX
75248,34828,41.4,68745,47858,2342,6.724474561,2014,Dallas,TX
75249,13795,31.9,53624,21339,2247,16.28851033,2014,Dallas,TX
75251,2991,30.9,60223,46927,221,7.388833166,2014,Dallas,TX
75252,25482,35.9,55237,44688,4239,16.63527196,2014,Dallas,TX
75253,19016,27.7,34788,14017,4356,22.90702566,2014,Dallas,TX
75254,24953,30.6,43577,33970,4314,17.28850238,2014,Dallas,TX
75287,51145,31.6,47037,36855,7012,13.71004008,2014,Dallas,TX
77002,11630,33.2,71319,36037,765,6.577815993,2014,Houston,TX
77003,10760,31.2,40647,30724,4145,38.52230483,2014,Houston,TX
77004,34079,29,46059,31586,7275,21.34745738,2014,Houston,TX
77005,26187,38.7,163802,96435,730,2.787642723,2014,Houston,TX
77006,21144,35.4,69508,62642,2374,11.22777147,2014,Houston,TX
77007,31987,34.3,106044,72409,2942,9.197486479,2014,Houston,TX
77008,31418,35.5,77512,53951,2860,9.103061939,2014,Houston,TX
77009,39361,34,45016,27429,11033,28.03028378,2014,Houston,TX
77010,724,43.6,209063,187817,59,8.149171271,2014,Houston,TX
77011,19136,32.8,26953,12038,6318,33.01630435,2014,Houston,TX
77012,20991,31.7,35884,13932,5866,27.94530989,2014,Houston,TX
77013,21176,28.4,38519,13631,5541,26.16641481,2014,Houston,TX
77014,32008,28.1,40787,17789,8266,25.8247938,2014,Houston,TX
77015,55635,28.8,42942,17251,12808,23.02147928,2014,Houston,TX
77016,26558,42.3,31808,15308,6678,25.14496574,2014,Houston,TX
77017,34204,31,38337,15766,7514,21.96819085,2014,Houston,TX
77018,27020,38.5,65919,39483,4312,15.95854922,2014,Houston,TX
77019,20350,37.9,92844,84344,1924,9.454545455,2014,Houston,TX
77020,26777,32.9,27871,13926,8969,33.49516376,2014,Houston,TX
77021,26036,33.7,32391,20700,8006,30.74973114,2014,Houston,TX
77022,27500,33.8,30011,14721,8342,30.33454545,2014,Houston,TX
77023,29102,31.9,37361,16120,8285,28.46883376,2014,Houston,TX
77024,36791,44.5,114864,84995,1426,3.875947922,2014,Houston,TX
77025,27413,35.3,65524,50989,2791,10.18130084,2014,Houston,TX
77026,23325,33.1,21335,11650,10262,43.99571275,2014,Houston,TX
77027,15510,36.7,82038,79308,881,5.680206319,2014,Houston,TX
77028,15076,38.6,31440,15817,4184,27.75271955,2014,Houston,TX
77029,17812,32.7,30019,12968,6283,35.2739726,2014,Houston,TX
77030,10664,32.5,71078,58063,1393,13.06264066,2014,Houston,TX
77031,17711,30.9,38677,16891,4845,27.35588053,2014,Houston,TX
77032,12788,25.2,23363,10861,4784,37.41007194,2014,Houston,TX
77033,27254,36.4,28125,13003,8855,32.49064358,2014,Houston,TX
77034,37925,28.2,44827,17851,7833,20.65392221,2014,Houston,TX
77035,35989,32.3,37962,22450,10689,29.70074189,2014,Houston,TX
77036,72950,29.2,27935,14658,26170,35.87388622,2014,Houston,TX
77037,20934,28.6,36229,12161,7224,34.50845514,2014,Houston,TX
77038,28082,27,39758,13767,7584,27.00662346,2014,Houston,TX
77039,28711,27.2,37275,12272,8883,30.93936122,2014,Houston,TX
77040,46898,32.4,53233,27576,6775,14.44624504,2014,Houston,TX
77041,37168,34.5,74020,31989,4394,11.82199742,2014,Houston,TX
77042,38335,31.5,45403,35403,7156,18.66701448,2014,Houston,TX
77043,24883,34.5,52598,27416,4817,19.35859824,2014,Houston,TX
77044,35696,29.6,74455,27424,4903,13.73543254,2014,Houston,TX
77045,33820,30.9,39020,15484,9721,28.74334713,2014,Houston,TX
77046,967,47.8,98846,107118,75,7.755946225,2014,Houston,TX
77047,23256,32.5,50023,22389,3469,14.91658067,2014,Houston,TX
77048,16521,33.9,40026,17434,3568,21.59675564,2014,Houston,TX
77049,30446,29.4,52300,19159,4914,16.14005124,2014,Houston,TX
77050,4945,29,49577,20450,1079,21.82002022,2014,Houston,TX
77051,15216,34.3,23237,12418,5734,37.68401682,2014,Houston,TX
77053,31225,29.6,45461,15840,6422,20.56685348,2014,Houston,TX
77054,22589,28.3,43226,30372,5440,24.08251804,2014,Houston,TX
77055,44249,32.9,45264,28519,12096,27.33621099,2014,Houston,TX
77056,17515,40.8,92521,82622,907,5.178418498,2014,Houston,TX
77057,40086,33.9,52624,48562,7675,19.14633538,2014,Houston,TX
77058,16595,35.5,49530,33382,3189,19.21663152,2014,Houston,TX
77059,18764,44.6,132137,55668,314,1.673417182,2014,Houston,TX
77060,43881,26,26427,11646,18017,41.05877259,2014,Houston,TX
77061,25519,29.4,33302,17070,6965,27.29338924,2014,Houston,TX
77062,25760,40.3,83932,39136,2096,8.136645963,2014,Houston,TX
77063,36299,32.9,46611,35444,7854,21.6369597,2014,Houston,TX
77064,46509,33.4,64234,27984,5019,10.79145972,2014,Houston,TX
77065,38585,33,56341,29096,4305,11.15718543,2014,Houston,TX
77066,32507,32.4,60143,22695,4742,14.58762728,2014,Houston,TX
77067,31295,27.8,38323,15858,8325,26.60169356,2014,Houston,TX
77068,10776,39.8,71932,36843,795,7.377505568,2014,Houston,TX
77069,16764,47.1,64498,49221,1555,9.275829158,2014,Houston,TX
77070,48190,33.2,70632,33562,4654,9.657605312,2014,Houston,TX
77071,27159,36,47521,22330,5358,19.72826687,2014,Houston,TX
77072,59442,32.4,37143,14875,16302,27.42505299,2014,Houston,TX
77073,41123,27.6,52273,19343,6836,16.62330083,2014,Houston,TX
77074,36218,32,34421,16797,11147,30.77751394,2014,Houston,TX
77075,41031,28.5,47644,17958,7367,17.95471717,2014,Houston,TX
77076,34859,26.4,30403,11176,13109,37.6057833,2014,Houston,TX
77077,53659,34.5,62784,43923,5658,10.54436348,2014,Houston,TX
77078,15584,29.6,28338,11972,5517,35.40169405,2014,Houston,TX
77079,31002,41.1,99650,54411,1959,6.318947165,2014,Houston,TX
77080,47430,30.5,38407,18113,13692,28.86780519,2014,Houston,TX
77081,44070,29.6,27191,15704,17851,40.50601316,2014,Houston,TX
77082,52248,33.1,50894,30074,6834,13.0799265,2014,Houston,TX
77083,73164,32.5,52075,19079,11920,16.29216555,2014,Houston,TX
77084,101488,32.4,64652,26383,12417,12.23494403,2014,Houston,TX
77085,16288,31.5,49872,16706,2099,12.88678782,2014,Houston,TX
77086,28931,29.8,42581,14543,7325,25.31886212,2014,Houston,TX
77087,37268,30.6,36792,14110,10728,28.78608994,2014,Houston,TX
77088,53887,32.4,42447,17120,12782,23.72000668,2014,Houston,TX
77089,51939,34.2,65186,24412,5906,11.3710314,2014,Houston,TX
77090,34693,28.8,37727,21624,7151,20.61222725,2014,Houston,TX
77091,23398,35.8,28628,17272,7716,32.97717754,2014,Houston,TX
77092,35087,32.4,37383,19884,9447,26.92450195,2014,Houston,TX
77093,42161,30,33085,12744,13941,33.06610375,2014,Houston,TX
77094,8754,42.6,158398,73796,303,3.461274846,2014,Houston,TX
77095,69927,35,88555,36634,6570,9.395512463,2014,Houston,TX
77096,36227,36.8,59556,38567,5636,15.55745715,2014,Houston,TX
77098,13091,35.4,82017,73754,1080,8.249942709,2014,Houston,TX
77099,46617,32.8,36755,16778,11288,24.21434241,2014,Houston,TX
90001,56314,27.3,34050,11224,18894,33.55115957,2014,Los Angeles,CA
90002,50098,26.2,30214,10497,18115,36.15912811,2014,Los Angeles,CA
90003,66913,26.8,30016,9915,25682,38.38118153,2014,Los Angeles,CA
90004,63547,35.8,38493,26575,15973,25.13572631,2014,Los Angeles,CA
90005,38638,34,31214,19305,10941,28.31668306,2014,Los Angeles,CA
90006,61419,33.5,31403,13295,18740,30.5117309,2014,Los Angeles,CA
90007,43779,24,22646,10961,17928,40.95114096,2014,Los Angeles,CA
90008,33012,41.5,36180,24589,8669,26.26014783,2014,Los Angeles,CA
90010,3792,39.5,47308,42849,682,17.98523207,2014,Los Angeles,CA
90011,102926,27.8,29889,9350,45200,43.91504576,2014,Los Angeles,CA
90012,30029,36.6,29492,19524,7629,25.40544141,2014,Los Angeles,CA
90013,10575,43.1,21120,27397,4781,45.21040189,2014,Los Angeles,CA
90014,6659,43.2,17134,32965,2867,43.05451269,2014,Los Angeles,CA
90015,18226,32.8,28953,24352,6237,34.22034456,2014,Los Angeles,CA
90016,47786,35.2,38050,20028,11224,23.48805089,2014,Los Angeles,CA
90017,23719,30.2,21009,17686,12166,51.29221299,2014,Los Angeles,CA
90018,48852,33.9,32104,15811,14029,28.71735036,2014,Los Angeles,CA
90019,67606,36.9,43244,26072,15618,23.10149987,2014,Los Angeles,CA
90020,39102,35.4,37121,25509,8540,21.84031507,2014,Los Angeles,CA
90021,2913,47.5,12748,20992,1364,46.82457947,2014,Los Angeles,CA
90022,69516,30.5,39051,13002,17876,25.71494332,2014,Los Angeles,CA
90023,45886,30.2,37082,11615,14308,31.18162402,2014,Los Angeles,CA
90024,50117,23.2,59125,43483,11968,23.88012052,2014,Los Angeles,CA
90025,45284,34.7,71278,47739,5567,12.29352531,2014,Los Angeles,CA
90026,67986,34.5,46435,26134,15620,22.97531845,2014,Los Angeles,CA
90027,46025,38.9,50316,37794,8432,18.320478,2014,Los Angeles,CA
90028,29994,33.2,31742,25993,8371,27.90891512,2014,Los Angeles,CA
90029,40161,35.5,35253,18764,11131,27.71594333,2014,Los Angeles,CA
90031,39333,35.3,34656,15546,12016,30.54941144,2014,Los Angeles,CA
90032,47309,34,45208,17276,9738,20.58382126,2014,Los Angeles,CA
90033,48567,29,27190,11480,17405,35.83709103,2014,Los Angeles,CA
90034,58968,32.3,56743,34903,10536,17.86731787,2014,Los Angeles,CA
90035,31399,37,75327,47409,3657,11.64686773,2014,Los Angeles,CA
90036,36425,34.8,71049,50539,5161,14.16884008,2014,Los Angeles,CA
90037,61536,29.5,26638,10659,25197,40.94676287,2014,Los Angeles,CA
90038,28798,32.6,33850,23089,8604,29.8770748,2014,Los Angeles,CA
90039,27843,38.8,67170,40192,3123,11.21646374,2014,Los Angeles,CA
90040,12830,35.2,44531,15736,2348,18.30085737,2014,Los Angeles,CA
90041,28439,40.1,64545,30416,3048,10.71767643,2014,Los Angeles,CA
90042,61034,35,51427,22320,12173,19.94462103,2014,Los Angeles,CA
90043,43118,40.3,38738,24652,9610,22.28767568,2014,Los Angeles,CA
90044,88412,30.2,28344,12692,31172,35.25765733,2014,Los Angeles,CA
90045,41453,35.1,78082,41422,4171,10.06199793,2014,Los Angeles,CA
90046,51329,38.1,56337,56531,7911,15.41234,2014,Los Angeles,CA
90047,46999,37.4,40528,19409,9810,20.87278453,2014,Los Angeles,CA
90048,22409,37.1,72913,61719,2177,9.714846713,2014,Los Angeles,CA
90049,35262,41.8,116732,96664,2172,6.159605241,2014,Los Angeles,CA
90056,8380,50.8,76688,54326,622,7.422434368,2014,Los Angeles,CA
90057,45747,32.4,26940,13451,17756,38.81347411,2014,Los Angeles,CA
90058,2748,29,15988,8361,1636,59.5342067,2014,Los Angeles,CA
90059,42470,26,33678,10977,15750,37.08500118,2014,Los Angeles,CA
90061,28641,27.6,34566,12107,9050,31.59805873,2014,Los Angeles,CA
90062,32675,33,32067,13342,9532,29.17214996,2014,Los Angeles,CA
90063,54353,30.9,39206,13026,14504,26.68481961,2014,Los Angeles,CA
90064,25788,38.9,86573,56458,2118,8.213122383,2014,Los Angeles,CA
90065,46254,37.1,52794,25511,9644,20.85008864,2014,Los Angeles,CA
90066,58337,37.1,68346,40815,6732,11.53984607,2014,Los Angeles,CA
90067,2364,58.9,89500,123397,192,8.121827411,2014,Los Angeles,CA
90068,21943,38.5,73373,70721,2457,11.19719273,2014,Los Angeles,CA
90069,20426,42.4,78607,85643,2306,11.28953295,2014,Los Angeles,CA
90089,3326,19.4,10625,3821,34,1.022248948,2014,Los Angeles,CA
90094,6062,33.2,96010,67279,545,8.990432201,2014,Los Angeles,CA
10001,22767,34.4,81445,77512,4125,18.11832916,2014,New York,NY
10002,79894,40.9,32966,26905,21803,27.28990913,2014,New York,NY
10003,57068,32.2,97524,79088,4950,8.67386276,2014,New York,NY
10004,3024,33,123409,98020,259,8.564814815,2014,New York,NY
10005,7570,28.8,121840,99633,778,10.27741083,2014,New York,NY
10006,2950,31,121316,97226,245,8.305084746,2014,New York,NY
10007,6748,34.9,250001,173257,174,2.57854179,2014,New York,NY
10009,61806,36.2,61154,44714,12814,20.73261496,2014,New York,NY
10010,30708,35.7,100763,81938,3859,12.56675785,2014,New York,NY
10011,52941,39.6,104974,111064,4549,8.592584198,2014,New York,NY
10012,24846,34.5,95577,77712,2470,9.941238026,2014,New York,NY
10013,26937,37.1,97228,96781,3351,12.4401381,2014,New York,NY
10014,31835,37,109557,107342,2089,6.561960107,2014,New York,NY
10016,50112,33.1,103960,87576,5226,10.42863985,2014,New York,NY
10017,16278,37.3,102165,104324,1164,7.150755621,2014,New York,NY
10018,8062,30.6,100298,76632,1230,15.25676011,2014,New York,NY
10019,38752,39.7,90174,86447,4551,11.74390999,2014,New York,NY
10021,42142,40.3,109398,115478,3190,7.569645484,2014,New York,NY
10022,29699,46,115604,132596,1505,5.067510691,2014,New York,NY
10023,60762,41.8,111265,99916,4824,7.939172509,2014,New York,NY
10024,59249,41.5,109784,97669,4206,7.098853989,2014,New York,NY
10025,97373,39.3,71865,56151,15786,16.21188625,2014,New York,NY
10026,38372,34.3,47318,30904,10948,28.53122068,2014,New York,NY
10027,63057,30.4,40013,27977,17111,27.13576605,2014,New York,NY
10028,46169,39.7,115485,111660,2505,5.425718556,2014,New York,NY
10029,77857,33.5,31446,25577,22704,29.16115442,2014,New York,NY
10030,29530,34,32561,23064,9113,30.86014223,2014,New York,NY
10031,58912,33.4,38338,22954,16177,27.45960076,2014,New York,NY
10032,59069,34.6,35979,19137,16472,27.88603159,2014,New York,NY
10033,60520,35.9,44595,23976,14323,23.66655651,2014,New York,NY
10034,42672,36.4,42522,22776,11044,25.88113986,2014,New York,NY
10035,34760,34.7,26764,19691,13257,38.13866513,2014,New York,NY
10036,24127,37.5,70625,72435,2906,12.04459734,2014,New York,NY
10037,18041,37.1,37000,25736,4970,27.54836206,2014,New York,NY
10038,20997,33.6,73988,59309,3920,18.66933371,2014,New York,NY
10039,25952,32.9,33132,20185,7800,30.05548705,2014,New York,NY
10040,45278,37.6,46944,24468,8684,19.17929237,2014,New York,NY
10044,12050,39.4,95259,46709,1182,9.809128631,2014,New York,NY
10065,31761,38.8,110163,113444,1842,5.799565505,2014,New York,NY
10069,5523,35.8,172926,118923,305,5.522361036,2014,New York,NY
10075,24377,42.6,104583,113485,2172,8.910038151,2014,New York,NY
10128,62447,38.7,100649,91988,4817,7.713741253,2014,New York,NY
10162,1252,36.2,193238,107132,0,0,2014,New York,NY
10280,8817,37.1,143636,90980,485,5.500737212,2014,New York,NY
10282,5903,33,245556,138381,140,2.371675419,2014,New York,NY
19020,55527,40.3,61401,30956,3818,6.87593423,2014,Philadelphia,PA
19021,10121,40.9,56241,24524,834,8.240292461,2014,Philadelphia,PA
19022,3977,34.3,40216,17171,740,18.60699019,2014,Philadelphia,PA
19023,22615,30.1,39541,17704,5530,24.45279682,2014,Philadelphia,PA
19025,5379,45.3,117054,56961,31,0.5763153,2014,Philadelphia,PA
19026,31198,37.2,67029,32019,2377,7.619078146,2014,Philadelphia,PA
19027,19507,41.4,69259,41288,1270,6.510483416,2014,Philadelphia,PA
19029,4006,39.8,49107,25455,599,14.95257114,2014,Philadelphia,PA
19030,12347,40.8,63255,27592,831,6.730379849,2014,Philadelphia,PA
19031,4791,44.4,76765,43008,388,8.098518055,2014,Philadelphia,PA
19032,6615,35.4,52210,20753,1433,21.66288738,2014,Philadelphia,PA
19033,8300,36.4,67625,28139,462,5.56626506,2014,Philadelphia,PA
19034,5908,43.8,126339,58965,134,2.268111036,2014,Philadelphia,PA
19035,3799,49.1,177208,120269,168,4.422216373,2014,Philadelphia,PA
19036,12852,40.5,55831,27766,1169,9.095860566,2014,Philadelphia,PA
19038,30974,41.8,83658,38177,1533,4.949312326,2014,Philadelphia,PA
19040,20142,41.6,70479,32906,964,4.786019263,2014,Philadelphia,PA
19041,6062,46.2,121806,79060,303,4.998350379,2014,Philadelphia,PA
19043,2435,37.1,54728,28150,146,5.995893224,2014,Philadelphia,PA
19044,16178,37.7,68673,36077,505,3.121523056,2014,Philadelphia,PA
19046,17187,45.5,82667,51186,1181,6.871472625,2014,Philadelphia,PA
19047,35845,42.9,81850,38969,1996,5.568419584,2014,Philadelphia,PA
19050,27941,40,53172,28312,2965,10.61164597,2014,Philadelphia,PA
19053,26234,41.7,77413,32720,1180,4.497979721,2014,Philadelphia,PA
19054,16960,38.8,66271,27263,1033,6.090801887,2014,Philadelphia,PA
19055,13421,41.8,69040,26870,654,4.872960286,2014,Philadelphia,PA
19056,15586,41.2,68699,29142,918,5.889901193,2014,Philadelphia,PA
19057,17755,38.4,59899,25145,2059,11.59673331,2014,Philadelphia,PA
19060,11185,44.1,124705,48381,184,1.645060349,2014,Philadelphia,PA
19061,19706,40,52412,25720,2189,11.10829189,2014,Philadelphia,PA
19063,35875,45.8,89514,48283,1474,4.108710801,2014,Philadelphia,PA
19064,24787,43.2,95562,37551,1024,4.131197805,2014,Philadelphia,PA
19066,6140,40.4,187788,72791,199,3.241042345,2014,Philadelphia,PA
19067,51148,42.1,94316,47517,2120,4.144834598,2014,Philadelphia,PA
19070,6885,45.7,67958,33232,471,6.840958606,2014,Philadelphia,PA
19072,9112,45.6,108025,74099,335,3.676470588,2014,Philadelphia,PA
19073,18508,48.7,92208,59315,638,3.447157986,2014,Philadelphia,PA
19074,5897,41.7,65975,27734,354,6.0030524,2014,Philadelphia,PA
19075,7541,38.8,87652,37214,402,5.330857976,2014,Philadelphia,PA
19076,6591,36.2,60221,26372,694,10.52950994,2014,Philadelphia,PA
19078,10793,41.4,59869,29520,1053,9.756323543,2014,Philadelphia,PA
19079,9265,34.3,45179,20178,1336,14.41985969,2014,Philadelphia,PA
19081,9934,37.2,92663,42415,416,4.187638414,2014,Philadelphia,PA
19082,40251,32.7,39075,18487,8506,21.13239423,2014,Philadelphia,PA
19083,36292,40.5,92287,38479,1315,3.623388075,2014,Philadelphia,PA
19085,8734,21.3,159000,60483,240,2.747881841,2014,Philadelphia,PA
19086,11376,45.7,93059,44561,250,2.197609001,2014,Philadelphia,PA
19087,32659,40.2,109633,59140,1566,4.795002909,2014,Philadelphia,PA
19090,19342,40.1,65927,30911,1485,7.677592803,2014,Philadelphia,PA
19094,4846,36.9,47480,24196,1022,21.0895584,2014,Philadelphia,PA
19095,7847,41.4,65043,37607,1139,14.51510131,2014,Philadelphia,PA
19096,14000,44.5,112351,66304,488,3.485714286,2014,Philadelphia,PA
19102,4354,30.9,79095,74082,457,10.49609554,2014,Philadelphia,PA
19103,23492,35.1,66210,71111,3602,15.33287928,2014,Philadelphia,PA
19104,53360,22.2,18933,11598,20949,39.25974513,2014,Philadelphia,PA
19106,11474,35.5,100653,83897,910,7.930974377,2014,Philadelphia,PA
19107,12319,30.1,42541,35920,2608,21.17054956,2014,Philadelphia,PA
19111,69367,33.5,43813,20206,13189,19.0133637,2014,Philadelphia,PA
19113,97,48.9,36125,27544,0,0,2014,Philadelphia,PA
19114,30952,42.4,52342,28068,3025,9.773197209,2014,Philadelphia,PA
19115,32504,46,45425,29167,3579,11.0109525,2014,Philadelphia,PA
19116,33220,44.1,48534,26799,4056,12.20951234,2014,Philadelphia,PA
19118,10093,40.7,76645,58115,731,7.242643416,2014,Philadelphia,PA
19119,29012,42.7,54478,35831,4066,14.01489039,2014,Philadelphia,PA
19120,77645,28.6,35328,14548,23157,29.82419988,2014,Philadelphia,PA
19121,32787,25.9,16500,11586,16479,50.26077409,2014,Philadelphia,PA
19122,20359,26.4,29422,13626,6176,30.33547817,2014,Philadelphia,PA
19123,13342,32.9,49629,35932,2744,20.56663169,2014,Philadelphia,PA
19124,64015,31.9,29703,14641,20681,32.30649067,2014,Philadelphia,PA
19125,22560,33.8,41756,24089,5782,25.62943262,2014,Philadelphia,PA
19126,15982,38.9,38077,21746,2650,16.5811538,2014,Philadelphia,PA
19127,6032,26.8,65071,33617,1334,22.11538462,2014,Philadelphia,PA
19128,37152,34,62587,34341,4674,12.58074935,2014,Philadelphia,PA
19129,11287,32.1,48085,31080,1702,15.07929476,2014,Philadelphia,PA
