Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Year,City,State
85027,35529,35.7,53981,28380,3925,11.04731346,2017,Phoenix,AZ
85028,19563,47.4,88576,47186,873,4.462505751,2017,Phoenix,AZ
85029,44745,35.8,42853,21947,9080,20.29277014,2017,Phoenix,AZ
85031,31673,26.9,30213,10679,13196,41.6632463,2017,Phoenix,AZ
85032,71603,36,51763,26392,12186,17.01883999,2017,Phoenix,AZ
85033,65318,25.1,37497,12037,21434,32.8148443,2017,Phoenix,AZ
85034,4480,28.9,24454,13484,2159,48.19196429,2017,Phoenix,AZ
85035,57410,25.2,37391,13038,18557,32.323637,2017,Phoenix,AZ
85037,52205,27.3,53938,17707,9373,17.95421894,2017,Phoenix,AZ
85040,32526,28.5,35164,14481,10986,33.77605608,2017,Phoenix,AZ
85041,63152,28.8,50735,17626,15847,25.09342539,2017,Phoenix,AZ
85042,44676,32,49310,21491,9398,21.03590295,2017,Phoenix,AZ
85043,38125,26.6,48559,15554,9147,23.99213115,2017,Phoenix,AZ
85044,40893,37.3,73743,42235,2337,5.714914533,2017,Phoenix,AZ
85045,7467,41.5,134517,52065,218,2.919512522,2017,Phoenix,AZ
85048,34720,39.7,101546,49764,1379,3.971774194,2017,Phoenix,AZ
85050,30506,39.6,86359,45749,2145,7.031403658,2017,Phoenix,AZ
85051,43234,32.7,41298,18995,11622,26.88162095,2017,Phoenix,AZ
85053,29584,35.9,49114,24503,4338,14.66333153,2017,Phoenix,AZ
85054,7023,38.2,96970,61973,165,2.349423323,2017,Phoenix,AZ
85083,19363,38.7,104854,40466,492,2.540928575,2017,Phoenix,AZ
85085,21478,34.3,86786,42865,1129,5.256541577,2017,Phoenix,AZ
85086,41785,42.8,94526,41502,1550,3.709465119,2017,Phoenix,AZ
85087,7976,48.2,68448,32712,538,6.745235707,2017,Phoenix,AZ
90001,58738,28.7,35660,11882,18654,31.7579761,2017,Los Angeles,CA
90002,52856,27.7,34000,11807,17795,33.66694415,2017,Los Angeles,CA
90003,70490,28.2,34397,11305,23212,32.92949355,2017,Los Angeles,CA
90004,62733,35.1,46581,30590,11985,19.10477739,2017,Los Angeles,CA
90005,39562,35.4,32461,21566,11300,28.56276225,2017,Los Angeles,CA
90006,62329,33.2,33790,15314,17720,28.42978389,2017,Los Angeles,CA
90007,41221,24.6,23070,13013,16513,40.05967832,2017,Los Angeles,CA
90008,32359,43,36641,28926,7207,22.27201088,2017,Los Angeles,CA
90010,3759,38.8,47115,36598,535,14.23250865,2017,Los Angeles,CA
90011,108051,28,33824,10887,38839,35.94506298,2017,Los Angeles,CA
90012,33783,35.5,38786,24502,7531,22.29227718,2017,Los Angeles,CA
90013,11957,43.4,22808,37228,5318,44.47603914,2017,Los Angeles,CA
90014,7408,40.5,37619,46026,2560,34.55723542,2017,Los Angeles,CA
90015,20187,32.4,32979,31423,7413,36.72165255,2017,Los Angeles,CA
90016,46303,37.1,43443,23410,10235,22.10439928,2017,Los Angeles,CA
90017,26390,30.8,28638,21874,11123,42.14854111,2017,Los Angeles,CA
90018,52287,34.9,37341,18577,12899,24.66961195,2017,Los Angeles,CA
90019,67415,37.8,50671,30842,12434,18.44396648,2017,Los Angeles,CA
90020,39191,34.5,42407,28351,7123,18.17509122,2017,Los Angeles,CA
90021,3158,42.9,12864,30598,1530,48.44838505,2017,Los Angeles,CA
90022,67446,32.1,41276,14895,15366,22.78267058,2017,Los Angeles,CA
90023,47229,31.3,40225,13689,12316,26.07719833,2017,Los Angeles,CA
90024,49718,22.7,59418,42697,12715,25.57423871,2017,Los Angeles,CA
90025,47453,34.1,78713,50487,5798,12.21840558,2017,Los Angeles,CA
90026,68609,34.6,54342,32107,14591,21.26688918,2017,Los Angeles,CA
90027,45616,38,58344,46196,6880,15.08242722,2017,Los Angeles,CA
90028,31054,34.4,40068,32587,7448,23.98402782,2017,Los Angeles,CA
90029,38843,35.9,37379,22103,9359,24.09443143,2017,Los Angeles,CA
90031,39103,35.6,41126,18906,9621,24.60425031,2017,Los Angeles,CA
90032,47766,33.6,47370,19476,10031,21.0002931,2017,Los Angeles,CA
90033,48841,30,31683,13332,16777,34.35023853,2017,Los Angeles,CA
90034,56070,33.6,65572,42477,7379,13.1603353,2017,Los Angeles,CA
90035,29920,36.1,76677,51296,3383,11.30681818,2017,Los Angeles,CA
90036,38116,34.4,74279,53842,4485,11.76671214,2017,Los Angeles,CA
90037,63238,30.1,31045,12433,23361,36.941396,2017,Los Angeles,CA
90038,27957,33.4,36996,24758,7956,28.45798905,2017,Los Angeles,CA
90039,29092,38.5,81394,45616,2941,10.1093084,2017,Los Angeles,CA
90040,12925,34.6,43585,16510,2088,16.15473888,2017,Los Angeles,CA
90041,28651,39.3,73250,35817,2902,10.12879132,2017,Los Angeles,CA
90042,63788,35,55596,25401,12358,19.37354988,2017,Los Angeles,CA
90043,44571,39.4,41812,27437,9400,21.08994638,2017,Los Angeles,CA
90044,94680,30.8,32278,14430,32596,34.42754542,2017,Los Angeles,CA
90045,41420,35,90399,48661,3938,9.507484307,2017,Los Angeles,CA
90046,51615,38.8,65990,63973,6847,13.26552359,2017,Los Angeles,CA
90047,48491,39.6,42551,21712,9660,19.92122249,2017,Los Angeles,CA
90048,22860,36.7,85396,70123,1942,8.495188101,2017,Los Angeles,CA
90049,36362,40.6,121671,99599,2659,7.312579066,2017,Los Angeles,CA
90056,8014,50.3,84438,54647,558,6.962815074,2017,Los Angeles,CA
90057,49389,34.1,31337,15492,16961,34.34165502,2017,Los Angeles,CA
90058,3189,23.5,16425,9429,1774,55.62872374,2017,Los Angeles,CA
90059,47351,26.3,37653,12208,16204,34.22103018,2017,Los Angeles,CA
90061,28003,29.9,37126,14215,8634,30.83241081,2017,Los Angeles,CA
90062,33627,34.6,40018,17269,7776,23.12427514,2017,Los Angeles,CA
90063,53556,31.8,44121,16107,11991,22.38964822,2017,Los Angeles,CA
90064,26007,38.5,92194,61983,2354,9.051409236,2017,Los Angeles,CA
90065,48420,36.5,58405,28540,8524,17.60429575,2017,Los Angeles,CA
90066,59747,37.1,75209,45168,6335,10.60304283,2017,Los Angeles,CA
90067,2235,65.4,123889,148638,108,4.832214765,2017,Los Angeles,CA
90068,21726,40.5,82718,81674,2238,10.30102182,2017,Los Angeles,CA
90069,20401,41.9,86403,82735,1986,9.734816921,2017,Los Angeles,CA
90073,944,55.9,-666666666,11695,461,48.83474576,2017,Los Angeles,CA
90077,8936,49.2,184722,110727,372,4.162936437,2017,Los Angeles,CA
90089,3846,19.1,-666666666,6764,15,0.390015601,2017,Los Angeles,CA
90094,8568,35,136250,82803,897,10.46918768,2017,Los Angeles,CA
92101,38023,38.6,60417,55898,7551,19.85903269,2017,San Diego,CA
92102,44644,31.2,44801,21225,11810,26.45372278,2017,San Diego,CA
92103,34671,39,74523,55625,3141,9.059444493,2017,San Diego,CA
92104,44398,34.9,59202,39080,6157,13.86774179,2017,San Diego,CA
92105,73379,30.1,40272,17173,20108,27.40293544,2017,San Diego,CA
92106,19250,37.8,99250,54993,1226,6.368831169,2017,San Diego,CA
92107,29796,35.5,77631,45779,2855,9.581823063,2017,San Diego,CA
92108,21973,31.5,69008,42445,3082,14.02630501,2017,San Diego,CA
92109,49024,31.2,72945,46687,6524,13.30776762,2017,San Diego,CA
92110,28373,32.7,65211,34035,4044,14.25298699,2017,San Diego,CA
92111,49467,35.1,65098,29858,6699,13.54236157,2017,San Diego,CA
92113,56478,26,33125,14046,17141,30.34987075,2017,San Diego,CA
92114,69635,35,61430,21574,10989,15.78085733,2017,San Diego,CA
92115,65704,27.9,47536,23021,17047,25.94514794,2017,San Diego,CA
92116,34295,35.3,64959,43315,4067,11.85887156,2017,San Diego,CA
92117,55978,38,71472,35093,6118,10.92929365,2017,San Diego,CA
92118,22623,40.8,99641,56565,1082,4.782743226,2017,San Diego,CA
92119,23910,43.8,79121,39614,1834,7.670430782,2017,San Diego,CA
92120,29392,40,88202,44873,2747,9.346080566,2017,San Diego,CA
92121,4807,30.9,103953,49021,911,18.95152902,2017,San Diego,CA
92122,47331,30.5,76872,41131,10276,21.71092941,2017,San Diego,CA
92123,31028,32.8,73272,35716,3390,10.92561557,2017,San Diego,CA
92124,32126,31.8,86068,38115,2619,8.152275416,2017,San Diego,CA
92126,81883,34.1,92061,34187,6145,7.504610237,2017,San Diego,CA
92127,45980,36,127227,54485,2510,5.458895172,2017,San Diego,CA
92128,50473,43.5,94925,47359,2692,5.333544667,2017,San Diego,CA
92129,54577,38.9,120279,45618,3150,5.771662055,2017,San Diego,CA
92130,54495,38.1,141926,65565,2778,5.097715387,2017,San Diego,CA
92131,34414,39.3,125035,53126,1274,3.701981752,2017,San Diego,CA
92134,258,23.2,-666666666,24398,0,0,2017,San Diego,CA
92135,944,21.7,-666666666,22714,0,0,2017,San Diego,CA
92139,36836,34.6,60656,21819,4756,12.91128244,2017,San Diego,CA
92140,3348,19.9,-666666666,17733,0,0,2017,San Diego,CA
92145,2159,40.2,141691,69218,12,0.555812876,2017,San Diego,CA
92147,562,22.1,-666666666,18267,0,0,2017,San Diego,CA
92154,87218,34.3,63638,19839,11193,12.83336009,2017,San Diego,CA
92155,486,22.1,-666666666,21328,0,0,2017,San Diego,CA
92173,31728,30.6,38911,13677,8757,27.60022693,2017,San Diego,CA
95110,19451,30.7,76250,34828,3453,17.75230065,2017,San Jose,CA
95111,64891,33.5,66549,22510,9649,14.86955048,2017,San Jose,CA
95112,62039,30,60569,30057,11454,18.46257999,2017,San Jose,CA
95113,1759,35.9,114539,82786,371,21.09152928,2017,San Jose,CA
95116,56243,32.6,56299,20323,9045,16.08200132,2017,San Jose,CA
95117,29338,35,82279,41495,3702,12.61844707,2017,San Jose,CA
95118,31799,39.3,101780,47457,2351,7.393314255,2017,San Jose,CA
95119,10754,36.4,120071,39498,762,7.08573554,2017,San Jose,CA
95120,37937,45.8,171908,70502,1173,3.091968263,2017,San Jose,CA
95121,38909,38.3,94818,31485,3612,9.28319926,2017,San Jose,CA
95122,58057,33.2,66606,19980,9224,15.88783437,2017,San Jose,CA
95123,66858,37.7,102599,41366,3769,5.637320889,2017,San Jose,CA
95124,50055,40.1,131250,54036,2109,4.213365298,2017,San Jose,CA
95125,54802,40.6,114386,58775,3581,6.53443305,2017,San Jose,CA
95126,35758,34.3,85489,50960,4479,12.52586834,2017,San Jose,CA
95127,66686,34.2,84239,27904,7275,10.90933629,2017,San Jose,CA
95128,37301,35.9,80916,42847,3789,10.15790461,2017,San Jose,CA
95129,40231,40.8,131976,55952,2008,4.991175959,2017,San Jose,CA
95130,14293,38.6,106477,51218,833,5.828027706,2017,San Jose,CA
95131,30540,36.3,114675,44387,2013,6.591355599,2017,San Jose,CA
95132,40854,40.6,102868,37185,3344,8.185245019,2017,San Jose,CA
95133,28905,37.8,79043,29917,3847,13.30911607,2017,San Jose,CA
95134,23984,30.9,132891,63146,1970,8.213809206,2017,San Jose,CA
95135,22415,46.2,137067,52101,1017,4.537140308,2017,San Jose,CA
95136,45754,35.7,98340,41612,4334,9.472395856,2017,San Jose,CA
95138,20146,40.4,159311,63712,852,4.22912737,2017,San Jose,CA
95139,7108,40,125855,44979,153,2.152504221,2017,San Jose,CA
95140,70,54.9,-666666666,42469,14,20,2017,San Jose,CA
95148,49780,39.1,120088,35416,3153,6.333869024,2017,San Jose,CA
